都道府県,市区町村,町名,丁目,番地,号,建物名,価格,最寄駅,物件タイプ,敷地面積
東京都,渋谷区,渋谷,9,21,15,東京国際フォーラム,95904260,上野駅,マンション,4804
東京都,中央区,八丁堀,9,10,19,東京芸術劇場,47161840,品川駅,オフィスビル,2182
埼玉県,さいたま市,岩槻,4,4,15,丸の内パークビルディング,25257980,鳩ヶ谷駅,マンション,4999
埼玉県,所沢市,新所沢,8,5,7,テレビ朝日本社ビル,13967640,越谷駅,一戸建て,3676
大阪府,吹田市,南千里,4,15,8,渋谷ストリーム,23515640,堺駅,アパート,2924
愛知県,豊田市,梅坪,6,8,3,東京ドーム,53945260,知立駅,オフィスビル,2829
神奈川県,川崎市,溝の口,1,3,16,東京スクエアガーデン,34022530,大船駅,オフィスビル,1604
神奈川県,横浜市,戸塚,8,24,10,赤坂Bizタワー,47856110,海老名駅,オフィスビル,1251
愛知県,春日井市,春日井,7,6,11,東京ミッドタウン,36368160,岡崎駅,マンション,1651
神奈川県,茅ヶ崎市,茅ヶ崎南,2,13,18,汐留シオサイト,58854970,藤沢駅,店舗,4233
東京都,渋谷区,代々木,9,13,8,東京ガーデンテラス紀尾井町,14363830,新宿駅,一戸建て,4001
大阪府,大阪市中央区,谷町,4,7,13,パレスホテル東京,80704610,淀屋橋駅,一戸建て,310
埼玉県,越谷市,せんげん台,5,9,4,パシフィックセンチュリープレイス丸の内,38097810,志木駅,マンション,3894
福岡県,久留米市,田主丸,7,12,9,恵比寿プライムスクエアタワー,12725720,西鉄福岡駅,一戸建て,1984
神奈川県,横浜市,青葉台,6,15,17,新宿センタービル,71316710,根岸駅,オフィスビル,1769
福岡県,大牟田市,諏訪,7,4,6,赤坂インターシティAIR,51444140,姪浜駅,店舗,1877
愛知県,名古屋市,栄,3,4,14,新宿三井ビルディング,98818760,三河安城駅,マンション,1918
東京都,渋谷区,渋谷,1,8,10,東京芸術劇場,44695530,六本木駅,マンション,2903
東京都,中央区,日本橋,7,7,14,六本木ヒルズ森タワー,18244650,高田馬場駅,一戸建て,3860
東京都,千代田区,霞が関,1,3,5,虎ノ門ヒルズ,66594810,立川駅,一戸建て,1666
東京都,千代田区,霞が関,3,14,3,汐留メディアタワー,12464900,渋谷駅,オフィスビル,3326
神奈川県,横浜市,みなとみらい,6,6,8,銀座シックス,31894940,桜木町駅,アパート,4103
東京都,中央区,日本橋,10,1,5,サンシャイン60,96198900,大崎駅,一戸建て,3950
神奈川県,川崎市,溝の口,10,13,18,新宿三井ビルディング,61030570,藤沢駅,店舗,768
福岡県,北九州市,門司港,4,14,15,霞が関ビルディング,86399840,黒崎駅,店舗,3096
福岡県,北九州市,八幡,5,22,8,豊洲市場,87849360,姪浜駅,マンション,1963
大阪府,大阪市中央区,谷町,5,21,1,東京ミッドタウン,40156150,本町駅,一戸建て,569
福岡県,福岡市,博多,9,16,2,新宿アイランドタワー,81687120,黒崎駅,アパート,3559
愛知県,岡崎市,美合,10,15,4,国立競技場,17812170,高蔵寺駅,アパート,2175
大阪府,堺市,深井,2,20,19,秋葉原UDX,54212970,淀屋橋駅,マンション,2776
神奈川県,横浜市,戸塚,9,7,14,東京ミッドタウン,51644610,関内駅,店舗,2826
神奈川県,川崎市,武蔵小杉,2,13,16,東京スクエアガーデン,13352500,溝の口駅,店舗,4110
大阪府,吹田市,南千里,4,17,15,東京オペラシティタワー,37244560,難波駅,店舗,4708
埼玉県,さいたま市,大宮,9,10,7,晴海トリトンスクエア,52230230,春日部駅,店舗,2286
千葉県,船橋市,北習志野,7,6,7,大手町プレイス,69441960,八柱駅,マンション,4892
福岡県,大牟田市,大牟田,7,11,12,新宿三井ビルディング,40487120,直方駅,店舗,289
大阪府,大阪市中央区,心斎橋,9,6,17,文京シビックセンター,21071310,淀屋橋駅,マンション,2167
千葉県,船橋市,三咲,4,2,19,赤坂ACTシアター,21717010,津田沼駅,アパート,3195
東京都,中央区,月島,4,3,20,永田町グリッド,67031850,秋葉原駅,オフィスビル,737
神奈川県,川崎市,新百合ヶ丘,3,20,10,秋葉原UDX,35247760,相模大野駅,アパート,200
神奈川県,横浜市,戸塚,4,7,6,キャピタルゲートプレイス,24833340,藤沢駅,オフィスビル,1097
神奈川県,川崎市,溝の口,9,4,8,東京交通会館,29048280,本厚木駅,オフィスビル,1847
愛知県,岡崎市,矢作,7,24,14,東京タワー,42714740,栄駅,一戸建て,2113
神奈川県,川崎市,溝の口,8,5,15,テレビ朝日本社ビル,34423330,戸塚駅,マンション,2564
愛知県,豊田市,土橋,1,28,14,東急キャピトルタワー,70060770,大府駅,オフィスビル,4549
福岡県,福岡市,天神,3,18,15,東京駅丸の内駅舎,59684490,直方駅,店舗,4917
東京都,千代田区,永田町,8,14,18,東京ガーデンテラス紀尾井町,67356630,三鷹駅,オフィスビル,4316
愛知県,名古屋市,栄,4,27,12,渋谷マークシティ,56732840,金山駅,アパート,2924
東京都,中央区,銀座,2,28,11,新宿三井ビルディング,44592400,東京駅,一戸建て,4114
神奈川県,横須賀市,横須賀中央,4,16,16,新宿野村ビル,26463990,桜木町駅,マンション,1953
愛知県,名古屋市,名古屋駅,10,29,11,東京エレクトロンホール宮城,23522830,新瀬戸駅,店舗,2450
埼玉県,越谷市,北越谷,8,12,16,東京国際フォーラム,92360070,南浦和駅,オフィスビル,3615
千葉県,船橋市,北習志野,4,11,11,国立新美術館,71656990,船橋駅,マンション,3861
千葉県,千葉市,蘇我,1,13,20,永田町グリッド,86129670,津田沼駅,一戸建て,685
神奈川県,横浜市,新横浜,9,27,1,アトレ恵比寿,49469380,本厚木駅,店舗,4845
東京都,港区,白金,1,21,17,東京スカイツリー,56887970,池袋駅,オフィスビル,1251
千葉県,松戸市,北松戸,10,21,15,新宿センタービル,48021360,柏駅,オフィスビル,1957
愛知県,春日井市,味美,2,22,10,東京タワー,49729800,鳴海駅,マンション,2632
福岡県,久留米市,花畑,9,14,3,東京ドーム,91901140,直方駅,オフィスビル,1886
東京都,新宿区,高田馬場,9,21,15,大手町プレイス,92997840,池袋駅,アパート,2672
東京都,新宿区,早稲田,10,9,10,東京スカイツリー,56605760,新宿駅,店舗,888
神奈川県,茅ヶ崎市,茅ヶ崎,2,12,13,日本橋三井タワー,37858390,茅ヶ崎駅,一戸建て,1419
埼玉県,越谷市,せんげん台,8,4,10,天王洲アイル,44874500,武蔵浦和駅,一戸建て,3723
大阪府,吹田市,山田,1,16,6,豊洲市場,57372960,枚方駅,一戸建て,1109
愛知県,名古屋市,名古屋駅,4,3,11,国立新美術館,73527010,大曽根駅,店舗,4905
東京都,港区,白金,4,12,14,東京宝塚ビル,22450300,上野駅,店舗,1245
埼玉県,所沢市,所沢,9,3,2,日本テレビタワー,60060660,和光市駅,マンション,497
埼玉県,さいたま市,岩槻,2,25,18,ミッドタウン日比谷,57572880,川越駅,オフィスビル,4187
福岡県,福岡市,天神,8,12,15,東京国際フォーラム,14683290,九大学研都市駅,アパート,338
千葉県,柏市,新柏,5,7,18,キャロットタワー,20275880,市川駅,マンション,3654
東京都,港区,赤坂,5,22,16,東京ビッグサイト,52281710,上野駅,店舗,870
千葉県,松戸市,松戸,8,1,8,東京芸術劇場,31796000,東松戸駅,アパート,2220
神奈川県,横浜市,戸塚,4,18,12,国立競技場,49836170,桜木町駅,マンション,3653
愛知県,一宮市,名鉄一宮,10,10,8,テレビ朝日本社ビル,49480120,春日井駅,オフィスビル,3016
愛知県,春日井市,神領,8,3,15,国会議事堂,20192510,大曽根駅,店舗,3862
福岡県,北九州市,戸畑,9,24,5,渋谷スクランブルスクエア,14703020,黒崎駅,一戸建て,1887
東京都,渋谷区,代々木,1,14,20,渋谷ストリーム,92678120,六本木駅,一戸建て,1138
千葉県,柏市,北柏,1,15,14,天王洲アイル,94578830,幕張駅,マンション,1795
東京都,中央区,月島,1,7,11,国立新美術館,71105940,上野駅,オフィスビル,1493
福岡県,久留米市,善導寺,7,2,7,表参道ヒルズ,78516260,香椎駅,オフィスビル,2775
東京都,千代田区,神田,9,5,19,東京シティビュー,99606730,高田馬場駅,アパート,1591
愛知県,春日井市,神領,9,23,20,東京オペラシティタワー,20094740,大府駅,マンション,4340
東京都,新宿区,四谷,5,19,4,銀座シックス,81954340,代々木駅,一戸建て,753
大阪府,吹田市,北千里,6,4,16,東京ミッドタウン,29320510,難波駅,マンション,2782
神奈川県,川崎市,登戸,9,20,10,東京ポートシティ竹芝,82767090,相模大野駅,アパート,104
福岡県,北九州市,戸畑,7,24,18,東京ガーデンテラス紀尾井町,55508520,黒崎駅,マンション,2885
愛知県,岡崎市,北岡崎,9,7,17,東京スクエアガーデン,76335060,尾張一宮駅,アパート,4418
大阪府,大阪市中央区,谷町,9,14,9,秋葉原ダイビル,37944570,鶴橋駅,マンション,2985
福岡県,久留米市,善導寺,3,2,15,東急プラザ表参道原宿,31596620,九大学研都市駅,一戸建て,1814
福岡県,北九州市,黒崎,8,5,5,東急キャピトルタワー,74816890,赤坂駅,アパート,880
大阪府,堺市,中百舌鳥,2,28,11,アトレ恵比寿,91018450,新大阪駅,マンション,3808
東京都,港区,白金,10,28,18,渋谷スクランブルスクエア,15470670,東京駅,マンション,3417
神奈川県,横須賀市,衣笠,9,5,6,大手町フィナンシャルシティ,14586620,本厚木駅,オフィスビル,3335
福岡県,北九州市,小倉,2,24,7,霞が関ビルディング,56821000,西鉄久留米駅,一戸建て,1050
神奈川県,川崎市,川崎,6,5,11,日本橋高島屋三井ビルディング,23735470,海老名駅,オフィスビル,674
東京都,千代田区,霞が関,9,17,16,品川シーサイド,67502620,品川駅,マンション,2254
東京都,中央区,月島,4,30,10,丸の内パークビルディング,29979150,目黒駅,店舗,2906
埼玉県,川越市,南古谷,6,28,19,新宿住友ビル,24879420,新所沢駅,一戸建て,3553
愛知県,一宮市,木曽川,2,13,9,キャピタルゲートプレイス,99814590,尾張一宮駅,オフィスビル,3433
千葉県,千葉市,稲毛,5,16,14,新宿アイランドタワー,84955820,船橋駅,店舗,4004
大阪府,吹田市,吹田,8,3,15,東急プラザ表参道原宿,62375130,堺駅,アパート,712
大阪府,大阪市北区,天満,5,2,6,秋葉原ダイビル,63978530,京橋駅,一戸建て,3531
東京都,港区,白金,9,6,6,東京交通会館,85223830,新宿駅,マンション,108
埼玉県,川越市,古谷,8,22,7,明治生命館,72168230,大宮駅,マンション,898
福岡県,福岡市,博多,3,28,6,赤坂ACTシアター,61030950,行橋駅,アパート,1564
埼玉県,川越市,新河岸,9,28,10,豊洲市場,39665420,和光市駅,オフィスビル,3962
大阪府,豊中市,千里中央,6,19,11,アークヒルズ仙石山森タワー,50817930,心斎橋駅,オフィスビル,3628
福岡県,大牟田市,諏訪,5,6,3,品川シーサイド,41001460,西鉄久留米駅,店舗,4426
埼玉県,川越市,霞ヶ関,1,12,7,霞が関ビルディング,16175560,北朝霞駅,店舗,1061
東京都,中央区,月島,10,27,7,御茶ノ水ソラシティ,55842490,秋葉原駅,アパート,89
埼玉県,川口市,蕨,7,10,20,羽田イノベーションシティ,77750590,春日部駅,アパート,1034
福岡県,久留米市,久留米,6,20,5,渋谷ストリーム,11132340,西鉄久留米駅,一戸建て,3100
東京都,港区,白金,3,27,16,渋谷マークシティ,37084750,吉祥寺駅,アパート,249
神奈川県,藤沢市,善行,3,27,15,汐留メディアタワー,99090350,本厚木駅,店舗,2923
神奈川県,藤沢市,善行,4,25,20,霞が関ビルディング,52560630,横浜駅,店舗,2374
福岡県,久留米市,花畑,6,13,10,新宿パークタワー,12500360,行橋駅,アパート,2300
大阪府,大阪市中央区,谷町,8,14,3,国立新美術館,14818570,枚方駅,マンション,3790
福岡県,福岡市,香椎,10,21,4,浅草文化観光センター,14883570,西新駅,マンション,4426
千葉県,松戸市,北松戸,9,12,8,新宿アイランドタワー,11637060,西船橋駅,一戸建て,3366
千葉県,松戸市,北松戸,6,22,1,天王洲アイル,89982550,市川駅,アパート,4313
千葉県,松戸市,新松戸,5,12,1,日本橋三井タワー,12812850,津田沼駅,一戸建て,666
東京都,新宿区,新宿,8,14,1,世界貿易センタービル,40900940,八王子駅,一戸建て,1647
神奈川県,横浜市,みなとみらい,1,10,8,東京国際フォーラム,38689090,溝の口駅,店舗,4809
福岡県,北九州市,八幡,2,8,7,渋谷ヒカリエ,81846520,直方駅,アパート,3310
神奈川県,横浜市,戸塚,9,10,15,東京ミッドタウン,26418930,横浜駅,店舗,2312
神奈川県,茅ヶ崎市,茅ヶ崎南,3,11,20,秋葉原UDX,93061170,大船駅,オフィスビル,2011
大阪府,大阪市中央区,心斎橋,1,15,9,グランパークタワー,61779150,大阪駅,一戸建て,4006
神奈川県,横須賀市,衣笠,2,18,7,虎ノ門ツインビルディング,28689010,関内駅,店舗,1395
大阪府,堺市,泉ヶ丘,10,21,10,銀座シックス,27088850,梅田駅,アパート,4885
東京都,中央区,八丁堀,6,25,9,コレド室町,90582810,三鷹駅,店舗,579
埼玉県,所沢市,狭山ヶ丘,8,8,10,テレビ朝日本社ビル,22074280,北越谷駅,マンション,57
千葉県,千葉市,蘇我,1,5,19,新丸の内ビルディング,17794630,成田駅,オフィスビル,3337
東京都,千代田区,神田,1,10,16,赤坂サカス,17648070,立川駅,店舗,3498
大阪府,豊中市,千里中央,1,16,20,グラントウキョウノースタワー,19255930,梅田駅,一戸建て,1765
愛知県,春日井市,勝川,3,12,7,六本木グランドタワー,85162610,刈谷駅,一戸建て,4409
愛知県,岡崎市,東岡崎,6,18,3,新宿野村ビル,72730140,名古屋駅,マンション,1925
千葉県,松戸市,新松戸,1,14,20,国立競技場,39653940,稲毛駅,店舗,3002
福岡県,久留米市,善導寺,5,13,19,東京宝塚ビル,52822320,博多駅,アパート,4430
神奈川県,藤沢市,善行,10,25,17,虎ノ門ツインビルディング,91670850,桜木町駅,アパート,1943
愛知県,豊田市,浄水,7,24,6,恵比寿ガーデンプレイス,99027450,犬山駅,アパート,157
愛知県,豊田市,浄水,6,21,15,東京ビッグサイト,53256850,知立駅,オフィスビル,576
埼玉県,川口市,蕨,4,20,5,キャピタルゲートプレイス,19184310,武蔵浦和駅,アパート,4210
千葉県,千葉市,美浜,10,12,2,東急キャピトルタワー,60951720,成田駅,マンション,3025
東京都,中央区,築地,8,22,17,新宿パークタワー,40365720,東京駅,店舗,1498
愛知県,豊田市,浄水,3,21,13,東京サンケイビル,79770090,尾張一宮駅,店舗,4596
愛知県,岡崎市,東岡崎,1,17,5,サンシャイン60,88938180,名古屋駅,アパート,4115
千葉県,千葉市,幕張,9,14,9,東京交通会館,20381170,稲毛駅,アパート,3287
東京都,千代田区,丸の内,7,11,20,御茶ノ水ソラシティ,11612850,秋葉原駅,オフィスビル,654
福岡県,北九州市,黒崎,2,5,3,東京モード学園コクーンタワー,71665610,新飯塚駅,オフィスビル,303
千葉県,市川市,市川,4,2,11,大手町フィナンシャルシティ,40515790,市川駅,アパート,234
東京都,中央区,八丁堀,4,10,14,パシフィックセンチュリープレイス丸の内,34512200,品川駅,マンション,3554
福岡県,福岡市,西新,6,24,5,渋谷ヒカリエ,12840870,門司港駅,アパート,4053
神奈川県,横須賀市,追浜,6,15,14,有明ガーデン,82443460,新横浜駅,店舗,2162
神奈川県,茅ヶ崎市,茅ヶ崎,5,26,3,アーバンドック ららぽーと豊洲,41178550,茅ヶ崎駅,オフィスビル,4613
大阪府,大阪市北区,大淀,10,23,9,東京スクエアガーデン,25975810,茨木駅,店舗,243
埼玉県,川越市,川越,9,20,2,東京スカイツリー,20681940,新座駅,アパート,987
千葉県,千葉市,蘇我,6,11,2,グランパークタワー,24712020,成田駅,オフィスビル,3644
福岡県,久留米市,田主丸,8,3,15,東京タワー,92158530,西鉄柳川駅,アパート,4022
大阪府,堺市,深井,8,27,5,アーバンドック ららぽーと豊洲,60400890,本町駅,店舗,4816
大阪府,吹田市,江坂,6,14,7,アークヒルズ,28552850,天王寺駅,アパート,2505
大阪府,大阪市中央区,堺筋本町,6,17,5,新丸の内ビルディング,14052850,岸和田駅,アパート,1421
愛知県,春日井市,春日井,5,17,17,渋谷ストリーム,11939270,犬山駅,一戸建て,2453
東京都,港区,芝,6,10,12,ミッドタウン日比谷,46508340,品川駅,店舗,4326
埼玉県,越谷市,大袋,6,23,12,日本テレビタワー,69150310,大宮駅,一戸建て,2949
東京都,千代田区,霞が関,4,3,1,東京ガーデンテラス紀尾井町,85274530,品川駅,マンション,4601
神奈川県,茅ヶ崎市,浜竹,4,8,2,汐留シティセンター,85034230,海老名駅,アパート,3906
埼玉県,川越市,霞ヶ関,3,18,4,日本橋高島屋三井ビルディング,43037710,鳩ヶ谷駅,オフィスビル,3358
千葉県,松戸市,松戸,7,28,13,大手町タワー,45085360,北習志野駅,店舗,2241
東京都,中央区,月島,7,3,20,東京ワールドゲート,13163250,品川駅,マンション,2934
神奈川県,横浜市,関内,4,8,13,新宿パークタワー,99932710,大船駅,アパート,4359
千葉県,千葉市,千葉中央,2,6,8,東京ドームシティ,51776330,東松戸駅,アパート,4004
神奈川県,横浜市,関内,5,4,12,東京ポートシティ竹芝,52501780,相模大野駅,オフィスビル,3230
埼玉県,川口市,鳩ヶ谷,10,8,19,パシフィックセンチュリープレイス丸の内,63710380,越谷駅,オフィスビル,2236
埼玉県,川口市,鳩ヶ谷,4,19,4,東京宝塚ビル,92051420,川越駅,アパート,4654
神奈川県,藤沢市,江ノ島,10,16,3,東京国際フォーラム,28219450,鶴見駅,アパート,3780
愛知県,一宮市,尾張一宮,5,27,4,新宿センタービル,27866230,大曽根駅,マンション,1579
神奈川県,横須賀市,追浜,9,30,12,大手町フィナンシャルシティ,40033750,川崎駅,一戸建て,291
福岡県,久留米市,久留米,5,8,12,日本テレビタワー,37170120,新飯塚駅,店舗,2025
大阪府,豊中市,庄内,8,13,16,浅草文化観光センター,72717600,北千里駅,店舗,4883
神奈川県,川崎市,武蔵小杉,10,1,5,天王洲アイル,26411320,新横浜駅,オフィスビル,1371
千葉県,松戸市,常盤平,2,6,16,東京宝塚ビル,87943850,北習志野駅,一戸建て,4959
東京都,港区,赤坂,8,26,8,大手町フィナンシャルシティ,98390860,三鷹駅,一戸建て,1807
福岡県,久留米市,善導寺,3,13,12,世界貿易センタービル,46852170,西鉄柳川駅,一戸建て,3835
福岡県,北九州市,門司港,8,28,16,新宿アイランドタワー,22826410,行橋駅,マンション,2568
愛知県,一宮市,妙興寺,2,21,8,汐留シオサイト,69184940,有松駅,店舗,4112
東京都,千代田区,丸の内,9,7,1,品川インターシティ,50085610,新宿駅,店舗,4581
神奈川県,川崎市,新百合ヶ丘,5,12,2,汐留シティセンター,89800370,大船駅,一戸建て,3847
大阪府,大阪市中央区,難波,3,16,16,東京ソラマチ,74896620,茨木駅,オフィスビル,1835
千葉県,船橋市,西船橋,4,10,12,浅草文化観光センター,60593430,成田駅,マンション,2703
埼玉県,所沢市,狭山ヶ丘,8,9,15,東京駅丸の内駅舎,78375400,南浦和駅,アパート,3278
東京都,千代田区,霞が関,8,14,11,丸の内オアゾ,48376960,秋葉原駅,店舗,4442
大阪府,大阪市北区,天満,1,19,15,アークヒルズ,34712880,枚方駅,店舗,2030
愛知県,豊田市,梅坪,6,2,9,新丸の内ビルディング,64996920,新瀬戸駅,オフィスビル,2184
愛知県,一宮市,尾張大野,4,21,7,汐留シティセンター,48246560,金山駅,店舗,1288
東京都,千代田区,霞が関,8,22,15,アークヒルズ,28290110,秋葉原駅,アパート,954
福岡県,久留米市,北野,7,13,1,汐留シオサイト,64758920,門司港駅,店舗,3016
愛知県,一宮市,木曽川,9,28,14,東京ガーデンテラス紀尾井町,80120340,刈谷駅,店舗,3107
愛知県,岡崎市,矢作,10,30,14,国立競技場,36437600,三河安城駅,マンション,1368
大阪府,大阪市中央区,心斎橋,4,23,1,グラントウキョウノースタワー,50107480,高槻駅,アパート,2570
愛知県,一宮市,木曽川,6,11,19,テレビ朝日本社ビル,16721880,豊橋駅,店舗,4362
大阪府,大阪市中央区,難波,5,30,9,汐留メディアタワー,63741180,枚方駅,マンション,2938
神奈川県,川崎市,新百合ヶ丘,6,24,15,恵比寿ガーデンプレイス,36538830,本厚木駅,店舗,2860
福岡県,久留米市,北野,3,22,6,東京スクエアガーデン,33985760,西新駅,一戸建て,2397
神奈川県,横浜市,青葉台,2,10,14,永田町グリッド,30936780,茅ヶ崎駅,アパート,4531
東京都,千代田区,丸の内,8,30,4,アーバンドック ららぽーと豊洲,14849230,品川駅,マンション,443
神奈川県,藤沢市,善行,7,1,5,新宿センタービル,72524670,小田原駅,アパート,4193
東京都,千代田区,神田,9,18,13,パシフィックセンチュリープレイス丸の内,35146980,高田馬場駅,アパート,183
神奈川県,藤沢市,江ノ島,1,2,8,御茶ノ水ソラシティ,75390500,根岸駅,マンション,1896
埼玉県,川口市,東川口,10,2,1,品川シーサイド,77081400,北朝霞駅,オフィスビル,4125
千葉県,市川市,妙典,6,22,2,新宿センタービル,68259910,新浦安駅,店舗,3273
大阪府,堺市,鳳,7,19,7,日本橋三井タワー,23057200,なんば駅,マンション,2966
千葉県,船橋市,北習志野,8,20,11,大手町プレイス,79851360,海浜幕張駅,一戸建て,1266
愛知県,岡崎市,東岡崎,4,10,8,赤坂Bizタワー,19598840,瀬戸駅,店舗,1516
千葉県,市川市,南行徳,5,10,8,東京ソラマチ,20761970,北習志野駅,オフィスビル,4707
大阪府,大阪市北区,大淀,5,25,13,アークヒルズ,47931370,枚方駅,オフィスビル,3265
愛知県,豊田市,梅坪,4,26,5,豊洲市場,48221100,春日井駅,アパート,3512
埼玉県,川口市,鳩ヶ谷,9,4,8,グラントウキョウノースタワー,38418820,武蔵浦和駅,一戸建て,641
千葉県,千葉市,蘇我,9,21,20,東京シティビュー,90402330,柏駅,オフィスビル,1305
神奈川県,横浜市,みなとみらい,3,6,6,恵比寿ガーデンプレイス,12836180,武蔵小杉駅,マンション,1060
千葉県,柏市,柏の葉キャンパス,5,25,5,汐留シオサイト,46915410,千葉駅,店舗,3369
愛知県,春日井市,神領,3,7,10,丸の内オアゾ,10471690,鳴海駅,一戸建て,4477
千葉県,千葉市,稲毛,3,29,13,大手町フィナンシャルシティ,76612290,南柏駅,オフィスビル,3824
埼玉県,川越市,南古谷,4,2,3,新宿三井ビルディング,73311050,所沢駅,店舗,1500
千葉県,千葉市,千葉中央,9,28,1,晴海トリトンスクエア,25626360,海浜幕張駅,オフィスビル,779
埼玉県,所沢市,狭山ヶ丘,7,5,7,東京芸術劇場,15744370,浦和駅,一戸建て,1014
埼玉県,所沢市,所沢,7,24,1,赤坂ACTシアター,21786450,北越谷駅,一戸建て,3813
福岡県,飯塚市,天道,7,23,8,汐留シオサイト,74706670,西鉄久留米駅,一戸建て,3929
千葉県,千葉市,蘇我,4,11,2,新宿野村ビル,42094250,南船橋駅,オフィスビル,4413
大阪府,堺市,堺東,6,20,12,日本橋高島屋三井ビルディング,21003830,岸和田駅,オフィスビル,3798
大阪府,大阪市中央区,本町,5,24,9,新宿パークタワー,78694990,北千里駅,店舗,2243
神奈川県,横須賀市,久里浜,6,16,8,東京サンケイビル,30846070,横須賀中央駅,一戸建て,4787
福岡県,久留米市,久留米,6,27,4,東京ドームシティ,64867310,大橋駅,アパート,1902
愛知県,一宮市,名鉄一宮,3,17,15,大手町フィナンシャルシティ,96248190,金山駅,アパート,1865
千葉県,柏市,柏,6,15,6,東京ワールドゲート,46242340,鎌ヶ谷駅,オフィスビル,3035
愛知県,名古屋市,大須,10,8,6,文京シビックセンター,40966840,金山駅,アパート,1116
千葉県,千葉市,千葉中央,3,17,9,二子玉川ライズ,83164590,津田沼駅,一戸建て,3113
東京都,中央区,八丁堀,4,25,6,秋葉原UDX,50796320,新橋駅,一戸建て,1136
神奈川県,横浜市,青葉台,10,26,5,渋谷ヒカリエ,91595470,溝の口駅,店舗,1018
千葉県,柏市,柏,7,14,6,赤坂ACTシアター,65517520,船橋駅,アパート,2371
大阪府,大阪市北区,梅田,7,6,14,キャピタルゲートプレイス,21372920,和泉府中駅,オフィスビル,4110
大阪府,吹田市,吹田,4,18,2,丸の内ブリックスクエア,72299400,京橋駅,アパート,126
大阪府,堺市,泉ヶ丘,4,21,9,秋葉原ダイビル,81898990,鶴橋駅,アパート,1179
福岡県,飯塚市,菰田,1,17,4,東京ワールドゲート,49427800,門司港駅,マンション,4997
千葉県,松戸市,北松戸,9,1,4,新丸の内ビルディング,23153640,成田駅,店舗,1330
埼玉県,越谷市,せんげん台,7,30,14,丸の内パークビルディング,35110460,南浦和駅,店舗,1725
愛知県,豊田市,土橋,5,15,17,丸ビル,80889120,豊橋駅,一戸建て,1828
愛知県,春日井市,神領,8,22,15,東京ソラマチ,45070270,豊橋駅,アパート,2024
福岡県,飯塚市,天道,10,17,7,汐留メディアタワー,68693320,博多駅,一戸建て,3394
大阪府,吹田市,南千里,5,18,17,キャロットタワー,80926820,天王寺駅,アパート,2483
愛知県,一宮市,尾張大野,6,2,10,キャピタルゲートプレイス,92038480,知立駅,マンション,4349
大阪府,大阪市中央区,心斎橋,9,29,13,東急プラザ表参道原宿,47299550,鶴橋駅,オフィスビル,1289
埼玉県,川越市,川越,5,18,19,銀座シックス,90904830,さいたま新都心駅,アパート,4784
大阪府,大阪市北区,扇町,10,8,20,東京スカイツリー,26093630,本町駅,一戸建て,276
神奈川県,川崎市,溝の口,1,18,16,東京ドームシティ,51761160,川崎駅,オフィスビル,3254
大阪府,大阪市北区,扇町,2,1,3,日本橋高島屋三井ビルディング,29320340,鶴橋駅,アパート,3207
大阪府,堺市,深井,4,29,11,品川シーサイド,52639660,京橋駅,マンション,1102
神奈川県,茅ヶ崎市,茅ヶ崎南,10,21,5,東京国際フォーラム,42295460,大船駅,店舗,2895
神奈川県,川崎市,武蔵小杉,10,5,13,汐留メディアタワー,64840730,大船駅,店舗,1058
千葉県,市川市,妙典,7,7,13,赤坂ACTシアター,30966150,稲毛駅,一戸建て,2114
福岡県,福岡市,天神,6,13,11,赤坂インターシティAIR,93694580,小倉駅,オフィスビル,448
東京都,新宿区,高田馬場,10,18,20,サンシャイン60,34822590,三鷹駅,アパート,132
大阪府,吹田市,北千里,9,29,19,六本木グランドタワー,27829750,泉佐野駅,アパート,2948
千葉県,千葉市,幕張,4,6,12,東京オペラシティタワー,55543540,船橋駅,マンション,227
東京都,中央区,銀座,4,13,2,表参道ヒルズ,19830040,恵比寿駅,オフィスビル,3683
大阪府,大阪市中央区,難波,10,14,19,日比谷国際ビル,41509100,泉佐野駅,店舗,4692
千葉県,市川市,行徳,6,12,2,新宿三井ビルディング,98216970,南船橋駅,店舗,61
千葉県,柏市,柏の葉キャンパス,4,3,19,汐留メディアタワー,43208250,本八幡駅,マンション,3323
神奈川県,横須賀市,久里浜,1,29,11,表参道ヒルズ,75169340,桜木町駅,アパート,230
大阪府,堺市,泉ヶ丘,10,12,1,国立代々木競技場,79863760,難波駅,店舗,1008
福岡県,久留米市,北野,1,28,3,東京ソラマチ,62432650,門司港駅,オフィスビル,1279
千葉県,松戸市,松戸,9,4,2,新宿パークタワー,67402280,成田駅,一戸建て,3898
千葉県,市川市,妙典,1,19,7,品川インターシティ,21376580,北習志野駅,マンション,3955
愛知県,一宮市,尾張一宮,3,5,17,大手町フィナンシャルシティ,20747800,新瀬戸駅,マンション,4598
神奈川県,川崎市,登戸,6,29,10,六本木グランドタワー,93538760,関内駅,一戸建て,877
東京都,中央区,銀座,5,15,20,東京ドームシティ,12485880,渋谷駅,アパート,2586
大阪府,豊中市,千里中央,8,21,11,東京ポートシティ竹芝,60486430,江坂駅,店舗,314
愛知県,名古屋市,千種,6,8,1,丸の内ブリックスクエア,46961770,鳴海駅,オフィスビル,3041
神奈川県,藤沢市,湘南台,9,10,6,品川シーサイド,81079670,小田原駅,マンション,2397
